modifie,par
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET EXECUTIF n° 23-25 — Répartition des autorisations d’engagement et des crédits de paiement ouverts, au titre du budget de l’Etat, par la loi de finances pour 2023, mis à la disposition du ministre de l'agriculture et du développement rural"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET EXECUTIF n° 23-26 — Répartition des autorisations d’engagement et des crédits de paiement ouverts, au titre du budget de l’Etat, par la loi de finances pour 2023, mis à la disposition du ministre de l'habitat, de l'urbanisme et de la ville"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET EXECUTIF n° 23-27 — Répartition des autorisations d’engagement et des crédits de paiement ouverts, au titre du budget de l’Etat, par la loi de finances pour 2023, mis à la disposition du ministre du commerce et de la promotion des exportations"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET EXECUTIF n° 23-28 — Répartition des autorisations d’engagement et des crédits de paiement ouverts, au titre du budget de l’Etat, par la loi de finances pour 2023, mis à la disposition du ministre de la communication"
"DECRET n° 84-79 — fixant les noms et les chefs-lieux des wilayas","DECRET PRESIDENTIEL n° 21-117 — complétant le décret n° 84-79 du 3 avril 1984 fixant les noms et les chefs-lieux des wilayas"
"DECRET EXECUTIF n° 04-331 — portant règlementation des activités de fabrication, d'importation et de distribution de produits tabagiques","DECRET EXECUTIF n° 23-59 — modifiant le décret exécutif n° 04-331 du 4 Ramadhan 1425 correspondant au 18 octobre 2004 portant règlementation des activités de fabrication, d'importation et de distribution de produits tabagiques"
"DECRET EXECUTIF n° 22-70 — fixant les conditions, les modalités et le montant de l'allocation chômage ainsi que les engagements des bénéficiaires","DECRET EXECUTIF n° 23-60 — modifiant le décret exécutif n° 22-70 du 9 Rajab 1443 correspondant au 10 février 2022 fixant les conditions, les modalités et le montant de l'allocation chômage ainsi que les engagements des bénéficiaires"
"ARRETE — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de la cellule de traitement du renseignement financier (CTRF)","ARRETE — interministériel modifiant et complétant l'arrêté interministériel du Aouel Safar 1432 correspondant au 6 janvier 2011 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de la cellule de traitement du renseignement financier (CTRF)"
"ARRETE — fixant la liste nominative des membres du conseil d'administration du centre national d'études et de recherche sur le mouvement national et la révolution du 1er novembre 1954","ARRETE — modifiant l'arrêté du 7 Rabie El Aouel 1441 correspondant au 4 novembre 2019 fixant la liste nominative des membres du conseil d'administration du centre national d'études et de recherche sur le mouvement national et la révolution du 1er novembre 1954"
"ARRETE — portant nomination des membres du conseil d'administration du musée régional du moudjahid de Tizi Ouzou","ARRETE — modifiant l'arrêté du 21 Dhou El Kaâda 1441 correspondant au 13 juillet 2020 portant nomination des membres du conseil d'administration du musée régional du moudjahid de Tizi Ouzou"
"ARRETE — fixant le nombre de postes supérieurs des fonctionnaires appartenant aux corps des personnels de soutien à la recherche au titre des établissements publics à caractère scientifique et technologique relevant du ministère de l'enseignement supérieur et de la recherche scientifique","ARRETE — interministériel modifiant l'arrêté interministériel du 21 Chaoual 1437 correspondant au 26 juillet 2016 fixant le nombre de postes supérieurs des fonctionnaires appartenant aux corps des personnels de soutien à la recherche au titre des établissements publics à caractère scientifique et technologique relevant du ministère de l'enseignement supérieur et de la recherche scientifique"
"DECRET PRESIDENTIEL n° 11-426 — fixant la composition, l'organisation et les modalités de fonctionnement de l'office central de répression de la corruption","DECRET PRESIDENTIEL n° 23-69 — modifiant et complétant le décret présidentiel n° 11-426"
"ARRETE — portant organisation de l'administration centrale du ministère des finances en bureaux","ARRETE — fixant l'organisation de l'administration centrale du ministère des finances en bureaux"
"ARRETE — portant désignation des membres de la commission sectorielle des marchés du ministère de l'agriculture et du développement rural","ARRETE — modifiant l'arrêté du 9 Safar 1442"
"ARRETE — portant nomination des membres du conseil d'administration de l'office national interprofessionnel des légumes et des viandes","ARRETE — modifiant l'arrêté du 13 Joumada Ethania 1443"
"ARRETE — portant désignation des membres du conseil d'administration de l'office national de développement des élevages équins et camelins","ARRETE — modifiant l'arrêté du 18 Chaoual 1443"
"ARRETE — portant désignation des membres de la commission interministérielle chargée d'examiner et d'approuver les études de danger des établissements classés de 1ère catégorie","ARRETE — modifiant l'arrêté du 9 Rabie Ethani 1442"
"ARRETE — fixant la liste nominative des membres du conseil d'administration du centre national de recherche et de développement de la pêche et de l'aquaculture (CNRDPA)","ARRETE — modifiant l'arrêté du 17 Joumada Ethania 1443"
"ARRETE — portant désignation des membres de la commission sectorielle des marchés publics du ministère de la pêche et des productions halieutiques","ARRETE — modifiant l'arrêté du 24 Safar 1442"
"ORDONNANCE n° 06-03 — portant statut général de la fonction publique","DECRET PRESIDENTIEL n° 23-71 — fixant l'organisation administrative de l'Académie algérienne des sciences et des technologies"
"DECRET EXECUTIF n° 90-226 — fixant les droits et obligations des travailleurs exerçant des fonctions supérieures de l'Etat","DECRET PRESIDENTIEL n° 23-71 — fixant l'organisation administrative de l'Académie algérienne des sciences et des technologies"
"DECRET EXECUTIF n° 90-227 — fixant la liste des fonctions supérieures de l'Etat au titre de l'administration, des institutions et organismes publics","DECRET PRESIDENTIEL n° 23-71 — fixant l'organisation administrative de l'Académie algérienne des sciences et des technologies"
"DECRET EXECUTIF n° 90-228 — fixant le mode de rémunération applicable aux travailleurs exerçant des fonctions supérieures de l'Etat","DECRET PRESIDENTIEL n° 23-71 — fixant l'organisation administrative de l'Académie algérienne des sciences et des technologies"
"LOI n° 06-01 — relative à la prévention et à la lutte contre la corruption","DECRET PRESIDENTIEL n° 23-73 — fixant les missions et les modalités d'organisation et de fonctionnement du secrétariat exécutif de l'autorité nationale de protection des données à caractère personnel"
"ORDONNANCE n° 06-03 — portant statut général de la fonction publique","DECRET PRESIDENTIEL n° 23-73 — fixant les missions et les modalités d'organisation et de fonctionnement du secrétariat exécutif de l'autorité nationale de protection des données à caractère personnel"
"DECRET EXECUTIF n° 90-226 — fixant les droits et obligations des travailleurs exerçant des fonctions supérieures de l'Etat","DECRET PRESIDENTIEL n° 23-73 — fixant les missions et les modalités d'organisation et de fonctionnement du secrétariat exécutif de l'autorité nationale de protection des données à caractère personnel"
"DECRET EXECUTIF n° 90-227 — fixant la liste des fonctions supérieures de l'Etat au titre de l'administration, des institutions et organismes publics","DECRET PRESIDENTIEL n° 23-73 — fixant les missions et les modalités d'organisation et de fonctionnement du secrétariat exécutif de l'autorité nationale de protection des données à caractère personnel"
"DECRET EXECUTIF n° 90-228 — fixant le mode de rémunération applicable aux travailleurs exerçant des fonctions supérieures de l'Etat","DECRET PRESIDENTIEL n° 23-73 — fixant les missions et les modalités d'organisation et de fonctionnement du secrétariat exécutif de l'autorité nationale de protection des données à caractère personnel"
"ARRETE — fixant l'organisation et les attributions des services extérieurs de l'administration fiscale","ARRETE INTERMINISTERIEL — du 23 Joumada Ethania 1444 correspondant au 16 janvier 2023 complétant l'arrêté interministériel du 25 Safar 1430 correspondant au 21 février 2009 fixant l'organisation et les attributions des services extérieurs de l'administration fiscale"
"ARRETE — portant composition des commissions administratives paritaires auprès de l'administration centrale du ministère de la communication","ARRETE — du 3 Joumada El Oula 1444 correspondant au 27 novembre 2022 modifiant l'arrêté du 22 Joumada Ethania 1443 correspondant au 25 janvier 2022 portant composition des commissions administratives paritaires auprès de l'administration centrale du ministère de la communication"
"ARRETE — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'école nationale des transmissions","ARRETE — modifiant l'arrêté interministériel du 6 Chaâbane 1430 correspondant au 28 juillet 2009 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'école nationale des transmissions"
"ARRETE — fixant les wilayas concernées par l'unité principale d'intervention de la protection civile de catégorie « A » ou de catégorie « B »","ARRETE — complétant l'arrêté du 29 Rabie El Aouel 1442 correspondant au 15 novembre 2020 fixant les wilayas concernées par l'unité principale d'intervention de la protection civile de catégorie « A » ou de catégorie « B »"
"ARRETE — fixant les modalités d'inscription des agriculteurs, de tenue des registres y afférents et le modèle de la carte professionnelle d'agriculteur","ARRETE — modifiant l'arrêté du 7 Moharram 1417 correspondant au 25 mai 1996 fixant les modalités d'inscription des agriculteurs, de tenue des registres y afférents et le modèle de la carte professionnelle d'agriculteur"
"ARRETE — portant désignation des membres de la commission compétente chargée de l'étude des plans de projets hôteliers","ARRETE — modifiant l'arrêté du 21 Chaoual 1441 correspondant au 13 juin 2020 portant désignation des membres de la commission compétente chargée de l'étude des plans de projets hôteliers"
"ARRETE — portant organisation interne de l'institut national de la prévention des risques professionnels","ARRETE — modifiant et complétant l'arrêté du 4 Dhou El Kaâda 1427 correspondant au 25 novembre 2006 portant organisation interne de l'institut national de la prévention des risques professionnels"
"ARRETE — fixant l'organisation interne de l'organisme de prévention des risques professionnels dans les activités du bâtiment, des travaux publics et de l'hydraulique","ARRETE — complétant l'arrêté du 19 Dhou El Kaâda 1427 correspondant au 10 décembre 2006 fixant l'organisation interne de l'organisme de prévention des risques professionnels dans les activités du bâtiment, des travaux publics et de l'hydraulique"
"ARRETE — portant désignation des membres du conseil d'orientation du commissariat national du littoral","ARRETE — modifiant l'arrêté du 19 Dhou El Hidja 1441 correspondant au 9 août 2020 portant désignation des membres du conseil d'orientation du commissariat national du littoral"
"ARRETE — portant désignation des membres du conseil d'orientation du laboratoire national de contrôle et d'analyse des produits de la pêche et de l'aquaculture et de la salubrité des milieux","ARRETE — modifiant l'arrêté du 22 Rajab 1442 correspondant au 6 mars 2021 portant désignation des membres du conseil d'orientation du laboratoire national de contrôle et d'analyse des produits de la pêche et de l'aquaculture et de la salubrité des milieux"
"ARRETE — portant désignation des membres du conseil d'administration de l'établissement de promotion et gestion des structures d'appui aux start-up","ARRETE — modifiant l'arrêté du 3 Dhou El Hidja 1442 correspondant au 13 juillet 2021 portant désignation des membres du conseil d'administration de l'établissement de promotion et gestion des structures d'appui aux start-up"
"ARRETE — portant désignation des membres du comité national de labélisation des « start-up », des « projets innovants » et des « incubateurs »","ARRETE — modifiant l'arrêté du 16 Rabie El Aouel 1442 correspondant au 2 novembre 2020 portant désignation des membres du comité national de labélisation des « start-up », des « projets innovants » et des « incubateurs »"
"ARRETE — portant désignation des membres du conseil d'orientation de l'agence nationale de gestion du micro-crédit","ARRETE — modifiant l'arrêté du 20 Dhou El Hidja 1443 correspondant au 19 juillet 2022 portant désignation des membres du conseil d'orientation de l'agence nationale de gestion du micro-crédit"
"ARRETE — portant désignation des membres du conseil d'orientation de l'agence nationale d'appui et de développement de l'entreprenariat","ARRETE — modifiant l'arrêté du 21 Joumada El Oula 1442 correspondant au 5 janvier 2021 portant désignation des membres du conseil d'orientation de l'agence nationale d'appui et de développement de l'entreprenariat"
"DECRET EXECUTIF n° 05-256 - portant création de l'agence nationale d'études et de suivi de la réalisation des investissements ferroviaires","DECRET EXECUTIF n° 23-104 - modifiant le décret exécutif n° 05-256 du 13 Joumada Ethania 1426 correspondant au 20 juillet 2005 portant création de l'agence nationale d'études et de suivi de la réalisation des investissements ferroviaires"
"DECRET EXECUTIF n° 20-326 - portant missions, composition, organisation et fonctionnement du comité économique intersectoriel des médicaments","DECRET EXECUTIF n° 23-105 - modifiant et complétant le décret exécutif n° 20-326 du 6 Rabie Ethani 1442 correspondant au 22 novembre 2020 portant missions, composition, organisation et fonctionnement du comité économique intersectoriel des médicaments"
"DECRET EXECUTIF n° 20-290 - fixant les attributions du ministre délégué auprès du Premier ministre, chargé de la micro-entreprise","DECRET EXECUTIF n° 23-107 - fixant les attributions du ministre de l'économie de la connaissance, des start-up et des micro-entreprises"
"DECRET EXECUTIF n° 20-306 - fixant les attributions du ministre délégué auprès du Premier ministre, chargé de l'économie de la connaissance et des start-up","DECRET EXECUTIF n° 23-107 - fixant les attributions du ministre de l'économie de la connaissance, des start-up et des micro-entreprises"
"DECRET EXECUTIF n° 20-291 - portant organisation des services du ministre délégué auprès du Premier ministre, chargé de la micro-entreprise","DECRET EXECUTIF n° 23-108 - portant organisation de l'administration centrale du ministère de l'économie de la connaissance, des start-up et des micro-entreprises"
"DECRET EXECUTIF n° 20-307 - portant organisation des services du ministre délégué auprès du Premier ministre, chargé de l'économie de la connaissance et des start-up","DECRET EXECUTIF n° 23-108 - portant organisation de l'administration centrale du ministère de l'économie de la connaissance, des start-up et des micro-entreprises"
"ARRETE - fixant la liste nominative des membres du conseil d'administration de l'école nationale des ingénieurs de la ville ""E.N.I.V""","ARRETE - modifiant l'arrêté du 24 Moharram 1444 correspondant au 22 août 2022 fixant la liste nominative des membres du conseil d'administration de l'école nationale des ingénieurs de la ville ""E.N.I.V"""
"DECRET PRESIDENTIEL n° 22-305 — portant nomination des membres du Gouvernement","DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement"
"DECRET EXECUTIF n° 21-120 — relatif aux modalités d'exemption de la taxe sur la valeur ajoutée, des opérations de vente de l'orge et du maïs ainsi que des matières et des produits destinés à l'alimentation de bétail et de volailles","DECRET EXECUTIF n° 23-112 — modifiant et complétant le décret exécutif n° 21-120 du 15 Chaâbane 1442 correspondant au 29 mars 2021 relatif aux modalités d'exemption de la taxe sur la valeur ajoutée, des opérations de vente de l'orge et du maïs, ainsi que des matières et des produits destinés à l'alimentation de bétail et de volailles"
"DECRET EXECUTIF n° 97-465 — fixant les règles de création, d'organisation et de fonctionnement des établissements hospitaliers spécialisés","DECRET EXECUTIF n° 23-114 — complétant la liste des établissements hospitaliers spécialisés annexée au décret exécutif n° 97-465 du 2 Chaâbane 1418 correspondant au 2 décembre 1997 fixant les règles de création, d'organisation et de fonctionnement des établissements hospitaliers spécialisés"
"ARRETE — fixant la liste des médicaments remboursables par la sécurité sociale","ARRETE — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant la liste des médicaments remboursables par la sécurité sociale"
"ARRETE — fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre","ARRETE — modifiant et complétant l'arrêté du 28 Safar 1429 correspondant au 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en œuvre"
"DECRET EXECUTIF n° 20-85 — relatif à la gestion administrative et financière des tribunaux administratifs","DECRET EXECUTIF n° 23-120 — fixant les modalités de gestion administrative et financière des tribunaux administratifs et des tribunaux administratifs d'appel"
"DECRET EXECUTIF n° 2000-85 — relatif au fonctionnement de la commission nationale de recours","DECRET EXECUTIF n° 23-121 — relatif aux commissions de recours des douanes, leur composition, leur fonctionnement et les délais de leur saisine"
"DECRET EXECUTIF n° 13-180 — portant création de bibliothèques principales de lecture publique","DECRET EXECUTIF n° 23-122 — complétant le décret exécutif n° 13-180 du 24 Joumada Ethania 1434 correspondant au 5 mai 2013 portant création de bibliothèques principales de lecture publique"
"DECRET EXECUTIF n° 21-44 — fixant le régime d'exploitation applicable à chaque type de réseaux ouverts au public et aux différents services de communications électroniques","DECRET EXECUTIF n° 23-123 — modifiant et complétant le décret exécutif n° 21-44 du 3 Joumada Ethania 1442 correspondant au 17 janvier 2021 fixant le régime d'exploitation applicable à chaque type de réseaux ouverts au public et aux différents services de communications électroniques"
"DECRET EXECUTIF n° 90-240 — fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires","DECRET EXECUTIF n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires"
"DECRET EXECUTIF n° 20-217 — fixant les missions, l'organisation et le fonctionnement de l'agence nationale de l'aviation civile","DECRET EXECUTIF n° 23-127 — modifiant le décret exécutif n° 20-217 du 12 Dhou El Hidja 1441 correspondant au 2 août 2020 fixant les missions, l'organisation et le fonctionnement de l'agence nationale de l'aviation civile"
"ARRETE — portant désignation des membres de la commission sectorielle des marchés du ministère des finances","ARRETE — modifiant l'arrêté du 19 Dhou El Hidja 1443 correspondant au 18 juillet 2022 portant désignation des membres de la commission sectorielle des marchés du ministère des finances"
"ARRETE — portant désignation des membres de la commission nationale de recours préalable qualifiée en matière de sécurité sociale créée au sein de la caisse nationale des assurances sociales des travailleurs salariés","ARRETE — modifiant l'arrêté du 25 Chaâbane 1442 correspondant au 8 avril 2021 portant désignation des membres de la commission nationale de recours préalable qualifiée en matière de sécurité sociale créée au sein de la caisse nationale des assurances sociales des travailleurs salariés"
"ARRETE — portant désignation des membres du conseil d'administration de l'institut national du travail","ARRETE — modifiant l'arrêté du 4 Rabie El Aouel 1443 correspondant au 11 octobre 2021 portant désignation des membres du conseil d'administration de l'institut national du travail"
"ARRETE — portant désignation des membres du conseil d'administration de l'agence nationale de développement durable de la pêche et de l'aquaculture","ARRETE — modifiant l'arrêté du 15 Joumada Ethania 1443 correspondant au 18 janvier 2022 portant désignation des membres du conseil d'administration de l'agence nationale de développement durable de la pêche et de l'aquaculture"
"ARRETE — fixant la liste nominative des membres du conseil d'administration du centre national de recherche et de développement de la pêche et de l'aquaculture (CNRDPA)","ARRETE — modifiant l'arrêté du 17 Joumada Ethania 1443 correspondant au 20 janvier 2022 fixant la liste nominative des membres du conseil d'administration du centre national de recherche et de développement de la pêche et de l'aquaculture (CNRDPA)"
"LOI n° 90-21 — relative à la comptabilité publique","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"LOI n° 99-05 — portant loi d'orientation sur l'enseignement supérieur","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"ORDONNANCE n° 06-03 — portant statut général de la fonction publique","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"LOI n° 15-21 — portant loi d'orientation sur la recherche scientifique et le développement technologique","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"LOI n° 20-01 — fixant les missions, la composition et l'organisation du Conseil national de la recherche scientifique et des technologies","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"DECRET PRESIDENTIEL n° 20-39 — relatif à la nomination aux emplois civils et militaires de l'Etat","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"DECRET EXECUTIF n° 90-226 — fixant les droits et obligations des travailleurs exerçant des fonctions supérieures de l'Etat","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"DECRET EXECUTIF n° 90-227 — fixant la liste des fonctions supérieures de l'Etat au titre de l'administration, des institutions et organismes publics","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"DECRET EXECUTIF n° 90-228 — fixant le mode de rémunération applicable aux travailleurs exerçant des fonctions supérieures de l'Etat","DECRET EXECUTIF n° 23-133 — portant organisation administrative du Conseil national de la recherche scientifique et des technologies."
"LOI n° 20-01 — fixant les missions, la composition et l'organisation du Conseil national de la recherche scientifique et des technologies","DECRET EXECUTIF n° 23-134 — portant approbation du règlement intérieur du Conseil national de la recherche scientifique et des technologies."
"ARRETE du 3 octobre 2021 — portant nomination des membres du conseil d'administration de l'établissement hospitalier régional de la sûreté nationale d'Oran","ARRETE du 5 mars 2023 — modifiant l'arrêté du 26 Safar 1443 correspondant au 3 octobre 2021 portant nomination des membres du conseil d'administration de l'établissement hospitalier régional de la sûreté nationale d'Oran"
"ARRETE du 22 janvier 2022 — fixant la composition nominative des membres du conseil d'administration du centre de formation et d'appui à la sécurité nucléaire","ARRETE du 11 mars 2023 — modifiant l'arrêté du 19 Joumada Ethania 1443 correspondant au 22 janvier 2022 fixant la composition nominative des membres du conseil d'administration du centre de formation et d'appui à la sécurité nucléaire"
"DECRET PRESIDENTIEL n° 07-307 — fixant les modalités d'attribution de la bonification indiciaire aux titulaires de postes supérieurs dans les institutions et administrations publiques","ARRETE du 15 janvier 2023 — fixant la classification de l'école nationale supérieure de mathématiques et les conditions d'accès aux postes supérieurs en relevant"
"DECRET EXECUTIF n° 08-04 — portant statut particulier des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques","ARRETE du 15 janvier 2023 — fixant la classification de l'école nationale supérieure de mathématiques et les conditions d'accès aux postes supérieurs en relevant"
"DECRET PRESIDENTIEL n° 07-307 — fixant les modalités d'attribution de la bonification indiciaire aux titulaires de postes supérieurs dans les institutions et administrations publiques","ARRETE du 15 janvier 2023 — fixant la classification de l'école nationale supérieure en intelligence artificielle et les conditions d'accès aux postes supérieurs en relevant"
"DECRET EXECUTIF n° 08-04 — portant statut particulier des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques","ARRETE du 15 janvier 2023 — fixant la classification de l'école nationale supérieure en intelligence artificielle et les conditions d'accès aux postes supérieurs en relevant"
"DECRET PRESIDENTIEL n° 17-109 — fixant les modalités de mise en œuvre des dispositions législatives en matière de validation des périodes du service national, du maintien et du rappel, au titre du recrutement, de l'avancement et de la retraite","DECRET PRESIDENTIEL n° 23-142 — modifiant et complétant le décret présidentiel n°17-109"
"ARRETE — fixant le nombre de postes supérieurs des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques au titre de l'administration centrale de la direction générale du budget","ARRETE — modifiant l'arrêté interministériel du 13 Chaoual 1432"
"ARRETE — fixant les modalités d'organisation, la durée ainsi que le contenu des programmes de la formation complémentaire, préalable à la promotion dans certains grades appartenant aux corps spécifiques de l'administration chargée de la poste et des technologies de l'information et de la communication","ARRETE — modifiant l'arrêté interministériel du 27 Chaoual 1440"
"DECRET PRESIDENTIEL n° 16-145 — fixant les modalités de détachement des personnels enseignants, d'éducation et de direction des établissements d'enseignement relevant du ministère de l'éducation nationale auprès des écoles des cadets de la Nation du ministère de la défense nationale","DECRET PRESIDENTIEL n° 23-148 — fixant les modalités de détachement des personnels relevant du ministère de l'éducation nationale auprès des écoles des cadets de la Nation du ministère de la défense nationale"
"ARRETE n° — Arrêté interministériel du 24 Dhou El Kaâda 1436 correspondant au 8 septembre 2015 fixant le nombre de postes supérieurs des ouvriers professionnels, des conducteurs d'automobiles et des appariteurs au titre des écoles supérieures","ARRETE n° — Arrêté interministériel du 2 Joumada Ethania 1444 correspondant au 26 décembre 2022 modifiant et complétant l'arrêté interministériel du 24 Dhou El Kaâda 1436 correspondant au 8 septembre 2015 fixant le nombre de postes supérieurs des ouvriers professionnels, des conducteurs d'automobiles et des appariteurs au titre des écoles supérieures"
"ARRETE n° — Arrêté interministériel du 24 Dhou El Kaâda 1436 correspondant au 8 septembre 2015 fixant le nombre de postes supérieurs des ouvriers professionnels, des conducteurs d'automobiles et des appariteurs au titre des universités","ARRETE n° — Arrêté interministériel du 2 Joumada Ethania 1444 correspondant au 26 décembre 2022 modifiant et complétant l'arrêté interministériel du 24 Dhou El Kaâda 1436 correspondant au 8 septembre 2015 fixant le nombre de postes supérieurs des ouvriers professionnels, des conducteurs d'automobiles et des appariteurs au titre des universités"
"ARRETE n° — Arrêté interministériel du 14 Rajab 1439 correspondant au 1er avril 2018 fixant le nombre de postes supérieurs des ouvriers professionnels, des conducteurs d'automobiles et des appariteurs au titre des centres universitaires","ARRETE n° — Arrêté interministériel du 2 Joumada Ethania 1444 correspondant au 26 décembre 2022 modifiant et complétant l'arrêté interministériel du 14 Rajab 1439 correspondant au 1er avril 2018 fixant le nombre de postes supérieurs des ouvriers professionnels, des conducteurs d'automobiles et des appariteurs au titre des centres universitaires"
"ARRETE n° — Arrêté interministériel du 11 Joumada Ethania 1431 correspondant au 25 mai 2010 fixant le nombre de postes supérieurs des fonctionnaires appartenant aux corps spécifiques de l'administration chargée de l'artisanat","ARRETE n° — Arrêté interministériel du 16 Chaâbane 1444 correspondant au 9 mars 2023 fixant le nombre de postes supérieurs des fonctionnaires appartenant aux corps spécifiques de l'administration chargée de l'artisanat au titre des services extérieurs"
"LOI n° 90-30 — portant loi domaniale","DECRET PRESIDENTIEL n° 23-173 — portant approbation de l'avenant n° 4 au contrat d'association du 23 décembre 1995 pour la recherche, l'exploitation et la commercialisation de gaz naturel, conclu à Alger, le 1er mars 2023 entre la société nationale « SONATRACH-S.P.A » et les sociétés « Equinor In Salah AS » et « Eni In Salah Limited »"
"DECRET PRESIDENTIEL n° 98-48 — portant statuts de la société nationale pour la recherche, la production, le transport, la transformation et la commercialisation des hydrocarbures « SONATRACH »","DECRET PRESIDENTIEL n° 23-173 — portant approbation de l'avenant n° 4 au contrat d'association du 23 décembre 1995 pour la recherche, l'exploitation et la commercialisation de gaz naturel, conclu à Alger, le 1er mars 2023 entre la société nationale « SONATRACH-S.P.A » et les sociétés « Equinor In Salah AS » et « Eni In Salah Limited »"
"LOI n° 90-30 — portant loi domaniale","DECRET PRESIDENTIEL n° 23-174 — portant approbation de l'avenant n° 7 au contrat de partage de production du 29 juin 1998 pour le développement et l'exploitation des gisements de gaz naturel, situés dans la région de In Amenas, conclu à Alger, le 1er mars 2023 entre la société nationale « SONATRACH-S.P.A » et les sociétés « Equinor In Amenas AS » et « Eni In Amenas Limited »"
"DECRET PRESIDENTIEL n° 98-48 — portant statuts de la société nationale pour la recherche, la production, le transport, la transformation et la commercialisation des hydrocarbures « SONATRACH »","DECRET PRESIDENTIEL n° 23-174 — portant approbation de l'avenant n° 7 au contrat de partage de production du 29 juin 1998 pour le développement et l'exploitation des gisements de gaz naturel, situés dans la région de In Amenas, conclu à Alger, le 1er mars 2023 entre la société nationale « SONATRACH-S.P.A » et les sociétés « Equinor In Amenas AS » et « Eni In Amenas Limited »"
"LOI n° 90-30 — portant loi domaniale","DECRET PRESIDENTIEL n° 23-175 — portant approbation de l'avenant n° 15 au contrat du 24 novembre 1992 pour la recherche et l'exploitation d'hydrocarbures sur les périmètres dénommés « Oulad-N'Sir » et « Menzel-Lejmat » (blocs : 215 et 405), conclu à Alger, le 5 décembre 2022 entre la société nationale « SONATRACH-S.P.A» et les sociétés « PT Pertamina Algeria Eksplorasi Produksi » et « REPSOL EXPLORACION 405A, S.A »"
"DECRET PRESIDENTIEL n° 98-48 — portant statuts de la société nationale pour la recherche, la production, le transport, la transformation et la commercialisation des hydrocarbures « SONATRACH »","DECRET PRESIDENTIEL n° 23-175 — portant approbation de l'avenant n° 15 au contrat du 24 novembre 1992 pour la recherche et l'exploitation d'hydrocarbures sur les périmètres dénommés « Oulad-N'Sir » et « Menzel-Lejmat » (blocs : 215 et 405), conclu à Alger, le 5 décembre 2022 entre la société nationale « SONATRACH-S.P.A» et les sociétés « PT Pertamina Algeria Eksplorasi Produksi » et « REPSOL EXPLORACION 405A, S.A »"
"LOI n° 90-30 — portant loi domaniale","DECRET PRESIDENTIEL n° 23-176 — portant approbation du contrat pour l'exploitation des hydrocarbures sur le périmètre dénommé « Berkine », conclu à Alger, le 19 juillet 2022 entre la société nationale «SONATRACH-SPA» et les sociétés « Occidental Of Algeria LLC », « TotalEnergies E&P Algérie » et « Eni Algeria Exploration B.V. »"
"DECRET PRESIDENTIEL n° 98-48 — portant statuts de la société nationale pour la recherche, la production, le transport, la transformation et la commercialisation des hydrocarbures « SONATRACH »","DECRET PRESIDENTIEL n° 23-176 — portant approbation du contrat pour l'exploitation des hydrocarbures sur le périmètre dénommé « Berkine », conclu à Alger, le 19 juillet 2022 entre la société nationale «SONATRACH-SPA» et les sociétés « Occidental Of Algeria LLC », « TotalEnergies E&P Algérie » et « Eni Algeria Exploration B.V. »"
